"GEOID","NAME","census_survey","survey_type","year","category","label","variable","estimate","moe","stat_type","denominator","denom_value","est_percent"
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Child dependency ratio","S0101_C01_036",34.4,0.8,"ratio",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Age dependency ratio (2013)","S0101_C01_032",46.9,0.9,"ratio",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio (2013)","S0101_C01_033",104.1,3.8,"ratio",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",74.7,1.9,"ratio",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",74.7,1.9,"ratio",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Total Veterans","B21001_002",673,139,"count","B21001_001",4686,14.36
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Foreign Born","B05002_013",56,35,"count","B01003_001",5834,0.96
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",5834,NA,"number",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",5834,NA,"denom",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Total Pop (Age Denom)","S0101_C01_001",5834,NA,"denom",NA,NA,NA
"30007","Broadwater County, Montana","acs","acs5",2018,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",4686,21,"denom",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",11778,NA,"number",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",11778,NA,"denom",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Median Age","B01002_001",47.9,0.7,"number",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","White Alone","B02001_002",11154,53,"count","B01003_001",11778,94.7
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Black Alone","B02001_003",26,28,"count","B01003_001",11778,0.22
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Native American Alone","B02001_004",128,67,"count","B01003_001",11778,1.09
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Asian Alone","B02001_005",8,10,"count","B01003_001",11778,0.07
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pacific Islander Alone","B02001_006",0,16,"count","B01003_001",11778,0
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Some Other Race Alone","B02001_007",54,45,"count","B01003_001",11778,0.46
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Two or More Races (Total)","B02001_008",408,84,"count","B01003_001",11778,3.46
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Two+ Races (Incl. Other)","B02001_009",23,27,"count","B01003_001",11778,0.2
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Two+ Races (Excl. Other)","B02001_010",385,80,"count","B01003_001",11778,3.27
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Hispanic (Any Race)","B03003_003",285,NA,"count","B01003_001",11778,2.42
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop Under 5 Years","S0101_C01_002",477,28,"count","S0101_C01_001",11778,4.05
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 5 to 9 Years","S0101_C01_003",609,92,"count","S0101_C01_001",11778,5.17
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 10 to 14 Years","S0101_C01_004",809,96,"count","S0101_C01_001",11778,6.87
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 15 to 19 Years","S0101_C01_005",853,81,"count","S0101_C01_001",11778,7.24
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 20 to 24 Years","S0101_C01_006",481,73,"count","S0101_C01_001",11778,4.08
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 25 to 29 Years","S0101_C01_007",521,55,"count","S0101_C01_001",11778,4.42
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 30 to 34 Years","S0101_C01_008",504,9,"count","S0101_C01_001",11778,4.28
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 35 to 39 Years","S0101_C01_009",547,94,"count","S0101_C01_001",11778,4.64
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 40 to 44 Years","S0101_C01_010",676,97,"count","S0101_C01_001",11778,5.74
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 45 to 49 Years","S0101_C01_011",787,25,"count","S0101_C01_001",11778,6.68
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 50 to 54 Years","S0101_C01_012",911,17,"count","S0101_C01_001",11778,7.73
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 55 to 59 Years","S0101_C01_013",1006,133,"count","S0101_C01_001",11778,8.54
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 60 to 64 Years","S0101_C01_014",1235,127,"count","S0101_C01_001",11778,10.49
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 65 to 69 Years","S0101_C01_015",930,123,"count","S0101_C01_001",11778,7.9
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 70 to 74 Years","S0101_C01_016",697,122,"count","S0101_C01_001",11778,5.92
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 75 to 79 Years","S0101_C01_017",343,65,"count","S0101_C01_001",11778,2.91
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 80 to 84 Years","S0101_C01_018",211,59,"count","S0101_C01_001",11778,1.79
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 85 Years and Over","S0101_C01_019",181,79,"count","S0101_C01_001",11778,1.54
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop Under 18 Years","S0101_C01_022",2466,17,"count","S0101_C01_001",11778,20.94
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Pop 65 Years and Over","S0101_C01_030",2362,57,"count","S0101_C01_001",11778,20.05
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",69.5,1.4,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",69.5,1.4,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio","S0101_C01_035",34,1.1,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Child dependency ratio","S0101_C01_036",35.5,0.4,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Age dependency ratio (2013)","S0101_C01_032",47.9,0.7,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio (2013)","S0101_C01_033",103.1,2.3,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",69.5,1.4,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",69.5,1.4,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Veterans","B21001_002",1186,162,"count","B21001_001",9277,12.78
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Foreign Born","B05002_013",71,33,"count","B01003_001",11778,0.6
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",11778,NA,"number",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",11778,NA,"denom",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Pop (Age Denom)","S0101_C01_001",11778,NA,"denom",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2018,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",9277,47,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",67077,NA,"number",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",67077,NA,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Median Age","B01002_001",41,0.4,"number",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","White Alone","B02001_002",62921,227,"count","B01003_001",67077,93.8
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Black Alone","B02001_003",185,83,"count","B01003_001",67077,0.28
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Native American Alone","B02001_004",1207,196,"count","B01003_001",67077,1.8
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Asian Alone","B02001_005",424,79,"count","B01003_001",67077,0.63
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pacific Islander Alone","B02001_006",44,29,"count","B01003_001",67077,0.07
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Some Other Race Alone","B02001_007",366,188,"count","B01003_001",67077,0.55
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Two or More Races (Total)","B02001_008",1930,249,"count","B01003_001",67077,2.88
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Two+ Races (Incl. Other)","B02001_009",44,36,"count","B01003_001",67077,0.07
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Two+ Races (Excl. Other)","B02001_010",1886,242,"count","B01003_001",67077,2.81
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Hispanic (Any Race)","B03003_003",2165,NA,"count","B01003_001",67077,3.23
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop Under 5 Years","S0101_C01_002",3942,60,"count","S0101_C01_001",67077,5.88
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 5 to 9 Years","S0101_C01_003",4286,297,"count","S0101_C01_001",67077,6.39
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 10 to 14 Years","S0101_C01_004",3913,292,"count","S0101_C01_001",67077,5.83
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 15 to 19 Years","S0101_C01_005",4186,157,"count","S0101_C01_001",67077,6.24
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 20 to 24 Years","S0101_C01_006",3753,111,"count","S0101_C01_001",67077,5.6
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 25 to 29 Years","S0101_C01_007",3895,116,"count","S0101_C01_001",67077,5.81
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 30 to 34 Years","S0101_C01_008",4511,160,"count","S0101_C01_001",67077,6.73
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 35 to 39 Years","S0101_C01_009",4287,305,"count","S0101_C01_001",67077,6.39
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 40 to 44 Years","S0101_C01_010",3678,320,"count","S0101_C01_001",67077,5.48
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 45 to 49 Years","S0101_C01_011",3984,81,"count","S0101_C01_001",67077,5.94
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 50 to 54 Years","S0101_C01_012",4605,81,"count","S0101_C01_001",67077,6.87
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 55 to 59 Years","S0101_C01_013",5238,378,"count","S0101_C01_001",67077,7.81
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 60 to 64 Years","S0101_C01_014",5192,391,"count","S0101_C01_001",67077,7.74
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 65 to 69 Years","S0101_C01_015",4249,254,"count","S0101_C01_001",67077,6.33
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 70 to 74 Years","S0101_C01_016",2968,251,"count","S0101_C01_001",67077,4.42
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 75 to 79 Years","S0101_C01_017",1805,265,"count","S0101_C01_001",67077,2.69
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 80 to 84 Years","S0101_C01_018",1040,194,"count","S0101_C01_001",67077,1.55
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 85 Years and Over","S0101_C01_019",1545,317,"count","S0101_C01_001",67077,2.3
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop Under 18 Years","S0101_C01_022",14572,61,"count","S0101_C01_001",67077,21.72
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Pop 65 Years and Over","S0101_C01_030",11607,69,"count","S0101_C01_001",67077,17.3
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",64,0.4,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",64,0.4,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio","S0101_C01_035",28.4,0.2,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Child dependency ratio","S0101_C01_036",35.6,0.2,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Age dependency ratio (2013)","S0101_C01_032",41,0.4,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio (2013)","S0101_C01_033",97.9,0.8,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",64,0.4,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",64,0.4,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Veterans","B21001_002",6309,455,"count","B21001_001",52320,12.06
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Foreign Born","B05002_013",948,191,"count","B01003_001",67077,1.41
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",67077,NA,"number",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",67077,NA,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Pop (Age Denom)","S0101_C01_001",67077,NA,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2018,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",52320,124,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",1968,201,"number",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",1968,201,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Median Age","B01002_001",45.9,6.4,"number",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","White Alone","B02001_002",1860,203,"count","B01003_001",1968,94.51
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Black Alone","B02001_003",0,10,"count","B01003_001",1968,0
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Native American Alone","B02001_004",31,27,"count","B01003_001",1968,1.58
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Asian Alone","B02001_005",0,10,"count","B01003_001",1968,0
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pacific Islander Alone","B02001_006",0,10,"count","B01003_001",1968,0
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Some Other Race Alone","B02001_007",50,51,"count","B01003_001",1968,2.54
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Two or More Races (Total)","B02001_008",27,24,"count","B01003_001",1968,1.37
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Two+ Races (Incl. Other)","B02001_009",0,10,"count","B01003_001",1968,0
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Two+ Races (Excl. Other)","B02001_010",27,24,"count","B01003_001",1968,1.37
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Hispanic (Any Race)","B03003_003",53,50,"count","B01003_001",1968,2.69
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop Under 5 Years","S0101_C01_002",136,47,"count","S0101_C01_001",1968,6.91
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 5 to 9 Years","S0101_C01_003",94,51,"count","S0101_C01_001",1968,4.78
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 10 to 14 Years","S0101_C01_004",109,52,"count","S0101_C01_001",1968,5.54
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 15 to 19 Years","S0101_C01_005",58,32,"count","S0101_C01_001",1968,2.95
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 20 to 24 Years","S0101_C01_006",86,54,"count","S0101_C01_001",1968,4.37
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 25 to 29 Years","S0101_C01_007",201,95,"count","S0101_C01_001",1968,10.21
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 30 to 34 Years","S0101_C01_008",77,30,"count","S0101_C01_001",1968,3.91
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 35 to 39 Years","S0101_C01_009",62,31,"count","S0101_C01_001",1968,3.15
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 40 to 44 Years","S0101_C01_010",145,56,"count","S0101_C01_001",1968,7.37
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 45 to 49 Years","S0101_C01_011",92,45,"count","S0101_C01_001",1968,4.67
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 50 to 54 Years","S0101_C01_012",137,39,"count","S0101_C01_001",1968,6.96
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 55 to 59 Years","S0101_C01_013",202,50,"count","S0101_C01_001",1968,10.26
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 60 to 64 Years","S0101_C01_014",121,36,"count","S0101_C01_001",1968,6.15
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 65 to 69 Years","S0101_C01_015",136,36,"count","S0101_C01_001",1968,6.91
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 70 to 74 Years","S0101_C01_016",115,38,"count","S0101_C01_001",1968,5.84
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 75 to 79 Years","S0101_C01_017",63,33,"count","S0101_C01_001",1968,3.2
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 80 to 84 Years","S0101_C01_018",51,26,"count","S0101_C01_001",1968,2.59
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 85 Years and Over","S0101_C01_019",83,36,"count","S0101_C01_001",1968,4.22
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop Under 18 Years","S0101_C01_022",393,86,"count","S0101_C01_001",1968,19.97
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Pop 65 Years and Over","S0101_C01_030",448,59,"count","S0101_C01_001",1968,22.76
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",74.6,11.6,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",74.6,11.6,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio","S0101_C01_035",39.8,7,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Child dependency ratio","S0101_C01_036",34.9,7.6,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Age dependency ratio (2013)","S0101_C01_032",45.9,6.4,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Old-age dependency ratio (2013)","S0101_C01_033",96.4,11,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Age dependency ratio","S0101_C01_034",74.6,11.6,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Child dependency ratio (2013)","S0101_C01_034",74.6,11.6,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Veterans","B21001_002",126,39,"count","B21001_001",1575,8
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Foreign Born","B05002_013",31,23,"count","B01003_001",1968,1.58
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",1968,201,"number",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",1968,201,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Pop (Age Denom)","S0101_C01_001",1968,201,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2018,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",1575,158,"denom",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2018,"Population","Total Population","B01003_001",6861,NA,"number",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2018,"Population","Total Pop (Denom)","B01003_001",6861,NA,"denom",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2018,"Population","Median Age","B01002_001",45.3,0.5,"number",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2018,"Population","White Alone","B02001_002",6235,32,"count","B01003_001",6861,90.88
"30077","Powell County, Montana","acs","acs5",2018,"Population","Black Alone","B02001_003",24,19,"count","B01003_001",6861,0.35
"30077","Powell County, Montana","acs","acs5",2018,"Population","Native American Alone","B02001_004",301,99,"count","B01003_001",6861,4.39
"30077","Powell County, Montana","acs","acs5",2018,"Population","Asian Alone","B02001_005",34,42,"count","B01003_001",6861,0.5
"30077","Powell County, Montana","acs","acs5",2018,"Population","Pacific Islander Alone","B02001_006",0,14,"count","B01003_001",6861,0
"30077","Powell County, Montana","acs","acs5",2018,"Population","Some Other Race Alone","B02001_007",12,19,"count","B01003_001",6861,0.17
"30077","Powell County, Montana","acs","acs5",2018,"Population","Two or More Races (Total)","B02001_008",255,71,"count","B01003_001",6861,3.72
"30077","Powell County, Montana","acs","acs5",2018,"Population","Two+ Races (Incl. Other)","B02001_009",9,12,"count","B01003_001",6861,0.13
