"GEOID","NAME","census_survey","survey_type","year","category","label","variable","estimate","moe","stat_type","denominator","denom_value","est_percent"
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Hispanic (Any Race)","B03003_003",235,NA,"count","B01003_001",11434,2.06
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop Under 5 Years","S0101_C01_002",4.5,0.2,"count","S0101_C01_001",11434,0.04
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 5 to 9 Years","S0101_C01_003",5.7,0.7,"count","S0101_C01_001",11434,0.05
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 10 to 14 Years","S0101_C01_004",7.4,0.8,"count","S0101_C01_001",11434,0.06
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 15 to 19 Years","S0101_C01_005",7,0.4,"count","S0101_C01_001",11434,0.06
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 20 to 24 Years","S0101_C01_006",3.5,0.3,"count","S0101_C01_001",11434,0.03
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 25 to 29 Years","S0101_C01_007",3.3,0.1,"count","S0101_C01_001",11434,0.03
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 30 to 34 Years","S0101_C01_008",4.3,0.2,"count","S0101_C01_001",11434,0.04
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 35 to 39 Years","S0101_C01_009",4.4,0.8,"count","S0101_C01_001",11434,0.04
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 40 to 44 Years","S0101_C01_010",6.8,0.8,"count","S0101_C01_001",11434,0.06
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 45 to 49 Years","S0101_C01_011",8.2,0.4,"count","S0101_C01_001",11434,0.07
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 50 to 54 Years","S0101_C01_012",9.7,0.2,"count","S0101_C01_001",11434,0.08
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 55 to 59 Years","S0101_C01_013",11.9,1,"count","S0101_C01_001",11434,0.1
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 60 to 64 Years","S0101_C01_014",7.9,1,"count","S0101_C01_001",11434,0.07
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 65 to 69 Years","S0101_C01_015",6.5,0.8,"count","S0101_C01_001",11434,0.06
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 70 to 74 Years","S0101_C01_016",4,0.8,"count","S0101_C01_001",11434,0.03
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 75 to 79 Years","S0101_C01_017",2.1,0.6,"count","S0101_C01_001",11434,0.02
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 80 to 84 Years","S0101_C01_018",1.7,0.5,"count","S0101_C01_001",11434,0.01
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 85 Years and Over","S0101_C01_019",1.3,0.6,"count","S0101_C01_001",11434,0.01
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop Under 18 Years","S0101_C01_022",5.6,0.3,"count","S0101_C01_001",11434,0.05
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Pop 65 Years and Over","S0101_C01_030",47.3,0.4,"count","S0101_C01_001",11434,0.41
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Age dependency ratio","S0101_C01_034",36.4,1,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Child dependency ratio (2013)","S0101_C01_034",36.4,1,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Old-age dependency ratio","S0101_C01_035",0,NA,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Child dependency ratio","S0101_C01_036",1.8,NA,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Age dependency ratio (2013)","S0101_C01_032",61.3,1.4,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Old-age dependency ratio (2013)","S0101_C01_033",25,0.7,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Age dependency ratio","S0101_C01_034",36.4,1,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Child dependency ratio (2013)","S0101_C01_034",36.4,1,"ratio",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Total Veterans","B21001_002",1397,148,"count","B21001_001",8857,15.77
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Foreign Born","B05002_013",177,76,"count","B01003_001",11434,1.55
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Total Population","B01003_001",11434,NA,"number",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Total Pop (Denom)","B01003_001",11434,NA,"denom",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Total Pop (Age Denom)","S0101_C01_001",11434,NA,"denom",NA,NA,NA
"30043","Jefferson County, Montana","acs","acs5",2013,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",8857,55,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Population","B01003_001",64143,NA,"number",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Pop (Denom)","B01003_001",64143,NA,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Median Age","B01002_001",40.8,0.4,"number",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","White Alone","B02001_002",60047,163,"count","B01003_001",64143,93.61
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Black Alone","B02001_003",275,86,"count","B01003_001",64143,0.43
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Native American Alone","B02001_004",1820,260,"count","B01003_001",64143,2.84
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Asian Alone","B02001_005",342,69,"count","B01003_001",64143,0.53
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pacific Islander Alone","B02001_006",34,37,"count","B01003_001",64143,0.05
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Some Other Race Alone","B02001_007",233,106,"count","B01003_001",64143,0.36
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Two or More Races (Total)","B02001_008",1392,307,"count","B01003_001",64143,2.17
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Two+ Races (Incl. Other)","B02001_009",186,118,"count","B01003_001",64143,0.29
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Two+ Races (Excl. Other)","B02001_010",1206,272,"count","B01003_001",64143,1.88
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Hispanic (Any Race)","B03003_003",1696,NA,"count","B01003_001",64143,2.64
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop Under 5 Years","S0101_C01_002",6,0.1,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 5 to 9 Years","S0101_C01_003",6.5,0.5,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 10 to 14 Years","S0101_C01_004",6,0.5,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 15 to 19 Years","S0101_C01_005",6.5,0.2,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 20 to 24 Years","S0101_C01_006",5.9,0.2,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 25 to 29 Years","S0101_C01_007",6,0.2,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 30 to 34 Years","S0101_C01_008",6.2,0.3,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 35 to 39 Years","S0101_C01_009",5.8,0.5,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 40 to 44 Years","S0101_C01_010",5.8,0.5,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 45 to 49 Years","S0101_C01_011",7.2,0.2,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 50 to 54 Years","S0101_C01_012",8.3,0.2,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 55 to 59 Years","S0101_C01_013",8,0.6,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 60 to 64 Years","S0101_C01_014",7.6,0.6,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 65 to 69 Years","S0101_C01_015",4.9,0.4,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 70 to 74 Years","S0101_C01_016",3.3,0.4,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 75 to 79 Years","S0101_C01_017",2.5,0.3,"count","S0101_C01_001",64143,0
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 80 to 84 Years","S0101_C01_018",1.9,0.3,"count","S0101_C01_001",64143,0
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 85 Years and Over","S0101_C01_019",1.8,0.3,"count","S0101_C01_001",64143,0
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop Under 18 Years","S0101_C01_022",8.5,0.2,"count","S0101_C01_001",64143,0.01
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Pop 65 Years and Over","S0101_C01_030",40.8,0.4,"count","S0101_C01_001",64143,0.06
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Age dependency ratio","S0101_C01_034",35.4,0.1,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Child dependency ratio (2013)","S0101_C01_034",35.4,0.1,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Old-age dependency ratio","S0101_C01_035",0.4,NA,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Child dependency ratio","S0101_C01_036",1.7,NA,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Age dependency ratio (2013)","S0101_C01_032",58,0.4,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Old-age dependency ratio (2013)","S0101_C01_033",22.6,0.3,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Age dependency ratio","S0101_C01_034",35.4,0.1,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Child dependency ratio (2013)","S0101_C01_034",35.4,0.1,"ratio",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Veterans","B21001_002",6310,479,"count","B21001_001",49628,12.71
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Foreign Born","B05002_013",962,220,"count","B01003_001",64143,1.5
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Population","B01003_001",64143,NA,"number",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Pop (Denom)","B01003_001",64143,NA,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Pop (Age Denom)","S0101_C01_001",64143,NA,"denom",NA,NA,NA
"30049","Lewis and Clark County, Montana","acs","acs5",2013,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",49628,77,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Population","B01003_001",1905,NA,"number",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Pop (Denom)","B01003_001",1905,NA,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Median Age","B01002_001",44.4,5.7,"number",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","White Alone","B02001_002",1862,33,"count","B01003_001",1905,97.74
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Black Alone","B02001_003",0,10,"count","B01003_001",1905,0
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Native American Alone","B02001_004",12,10,"count","B01003_001",1905,0.63
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Asian Alone","B02001_005",14,20,"count","B01003_001",1905,0.73
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pacific Islander Alone","B02001_006",0,10,"count","B01003_001",1905,0
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Some Other Race Alone","B02001_007",6,12,"count","B01003_001",1905,0.31
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Two or More Races (Total)","B02001_008",11,17,"count","B01003_001",1905,0.58
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Two+ Races (Incl. Other)","B02001_009",0,10,"count","B01003_001",1905,0
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Two+ Races (Excl. Other)","B02001_010",11,17,"count","B01003_001",1905,0.58
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Hispanic (Any Race)","B03003_003",29,30,"count","B01003_001",1905,1.52
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop Under 5 Years","S0101_C01_002",7.6,1.8,"count","S0101_C01_001",1905,0.4
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 5 to 9 Years","S0101_C01_003",5,1.9,"count","S0101_C01_001",1905,0.26
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 10 to 14 Years","S0101_C01_004",6.5,2.4,"count","S0101_C01_001",1905,0.34
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 15 to 19 Years","S0101_C01_005",6.9,2.1,"count","S0101_C01_001",1905,0.36
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 20 to 24 Years","S0101_C01_006",2.8,1.2,"count","S0101_C01_001",1905,0.15
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 25 to 29 Years","S0101_C01_007",4.4,1.5,"count","S0101_C01_001",1905,0.23
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 30 to 34 Years","S0101_C01_008",7,2,"count","S0101_C01_001",1905,0.37
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 35 to 39 Years","S0101_C01_009",5.4,1.9,"count","S0101_C01_001",1905,0.28
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 40 to 44 Years","S0101_C01_010",5,1.9,"count","S0101_C01_001",1905,0.26
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 45 to 49 Years","S0101_C01_011",4.8,1.5,"count","S0101_C01_001",1905,0.25
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 50 to 54 Years","S0101_C01_012",8.2,1.7,"count","S0101_C01_001",1905,0.43
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 55 to 59 Years","S0101_C01_013",10.6,2.2,"count","S0101_C01_001",1905,0.56
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 60 to 64 Years","S0101_C01_014",7.2,1.6,"count","S0101_C01_001",1905,0.38
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 65 to 69 Years","S0101_C01_015",5.3,1.4,"count","S0101_C01_001",1905,0.28
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 70 to 74 Years","S0101_C01_016",4,1.3,"count","S0101_C01_001",1905,0.21
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 75 to 79 Years","S0101_C01_017",3.9,1.6,"count","S0101_C01_001",1905,0.2
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 80 to 84 Years","S0101_C01_018",2.6,1.1,"count","S0101_C01_001",1905,0.14
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 85 Years and Over","S0101_C01_019",2.8,1,"count","S0101_C01_001",1905,0.15
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop Under 18 Years","S0101_C01_022",4.9,1.6,"count","S0101_C01_001",1905,0.26
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Pop 65 Years and Over","S0101_C01_030",44.4,5.7,"count","S0101_C01_001",1905,2.33
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Age dependency ratio","S0101_C01_034",41.7,7.2,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Child dependency ratio (2013)","S0101_C01_034",41.7,7.2,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Old-age dependency ratio","S0101_C01_035",0,NA,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Child dependency ratio","S0101_C01_036",1,NA,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Age dependency ratio (2013)","S0101_C01_032",74.1,9.9,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Old-age dependency ratio (2013)","S0101_C01_033",32.4,6.9,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Age dependency ratio","S0101_C01_034",41.7,7.2,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Child dependency ratio (2013)","S0101_C01_034",41.7,7.2,"ratio",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Veterans","B21001_002",220,39,"count","B21001_001",1449,15.18
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Foreign Born","B05002_013",29,25,"count","B01003_001",1905,1.52
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Population","B01003_001",1905,NA,"number",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Pop (Denom)","B01003_001",1905,NA,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Pop (Age Denom)","S0101_C01_001",1905,NA,"denom",NA,NA,NA
"30059","Meagher County, Montana","acs","acs5",2013,"Population","Total Civ Pop 18+ (Vet Denom)","B21001_001",1449,63,"denom",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2013,"Population","Total Population","B01003_001",7052,NA,"number",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2013,"Population","Total Pop (Denom)","B01003_001",7052,NA,"denom",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2013,"Population","Median Age","B01002_001",45.6,0.7,"number",NA,NA,NA
"30077","Powell County, Montana","acs","acs5",2013,"Population","White Alone","B02001_002",6517,40,"count","B01003_001",7052,92.41
"30077","Powell County, Montana","acs","acs5",2013,"Population","Black Alone","B02001_003",29,20,"count","B01003_001",7052,0.41
"30077","Powell County, Montana","acs","acs5",2013,"Population","Native American Alone","B02001_004",295,36,"count","B01003_001",7052,4.18
"30077","Powell County, Montana","acs","acs5",2013,"Population","Asian Alone","B02001_005",43,29,"count","B01003_001",7052,0.61
